"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","word","target","test","image_start","word_start","Valence","Matchness","exp_condition","screen_id"
"","","","","","psychophysics","699","2876550","0.0-9.0-0.0-0.0-0.5-0.629","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","朋友","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","700","2879549","0.0-9.0-0.0-0.0-0.5-0.630","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
"","","","","","psychophysics","701","2882552","0.0-9.0-0.0-0.0-0.5-0.631","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Formal",""
"","","","","","psychophysics","702","2885549","0.0-9.0-0.0-0.0-0.5-0.632","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","自我","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","703","2888550","0.0-9.0-0.0-0.0-0.5-0.633","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Formal",""
"","","","","","psychophysics","704","2891551","0.0-9.0-0.0-0.0-0.5-0.634","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","自我","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","705","2894551","0.0-9.0-0.0-0.0-0.5-0.635","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","朋友","Word","Image","1150","1000","自我","Mismatch","Formal",""
"","","","","","psychophysics","706","2897549","0.0-9.0-0.0-0.0-0.5-0.636","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
"","","","","","psychophysics","707","2900551","0.0-9.0-0.0-0.0-0.5-0.637","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","他人","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","708","2903550","0.0-9.0-0.0-0.0-0.5-0.638","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","709","2906553","0.0-9.0-0.0-0.0-0.5-0.639","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","他人","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","710","2909550","0.0-9.0-0.0-0.0-0.5-0.640","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","711","2912552","0.0-9.0-0.0-0.0-0.5-0.641","null","","null","","","","","","","","","","","","","key","null","16.807462365586833","720","446","j","false","3_Stimuli/T_ambi40.png","朋友","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","712","2915548","0.0-9.0-0.0-0.0-0.5-0.642","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","自我","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","713","2918554","0.0-9.0-0.0-0.0-0.5-0.643","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","自我","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","714","2921549","0.0-9.0-0.0-0.0-0.5-0.644","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","他人","Word","Image","1150","1000","自我","Mismatch","Formal",""
"","","","","","psychophysics","715","2924554","0.0-9.0-0.0-0.0-0.5-0.645","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","朋友","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","716","2927551","0.0-9.0-0.0-0.0-0.5-0.646","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","717","2930553","0.0-9.0-0.0-0.0-0.5-0.647","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Formal",""
"","","","","","psychophysics","718","2933552","0.0-9.0-0.0-0.0-0.5-0.648","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","719","2936552","0.0-9.0-0.0-0.0-0.5-0.649","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","自我","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","720","2939553","0.0-9.0-0.0-0.0-0.5-0.650","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","自我","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","721","2942548","0.0-9.0-0.0-0.0-0.5-0.651","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","他人","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","722","2945549","0.0-9.0-0.0-0.0-0.5-0.652","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","自我","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","723","2948553","0.0-9.0-0.0-0.0-0.5-0.653","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Formal",""
"","","","","","psychophysics","724","2951549","0.0-9.0-0.0-0.0-0.5-0.654","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
"","","","","","psychophysics","725","2954548","0.0-9.0-0.0-0.0-0.5-0.655","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","726","2957551","0.0-9.0-0.0-0.0-0.5-0.656","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","727","2960554","0.0-9.0-0.0-0.0-0.5-0.657","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Formal",""
"","","","","","psychophysics","728","2963549","0.0-9.0-0.0-0.0-0.5-0.658","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","朋友","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","729","2966549","0.0-9.0-0.0-0.0-0.5-0.659","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","他人","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","730","2969548","0.0-9.0-0.0-0.0-0.5-0.660","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","朋友","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","731","2989552","0.0-9.0-0.0-0.0-0.5-0.661","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","他人","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","732","3009992","0.0-9.0-0.0-0.0-0.5-0.662","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","他人","Word","Image","1150","1000","自我","Mismatch","Formal",""
"","","","","","psychophysics","733","3012679","0.0-9.0-0.0-0.0-0.5-0.663","null","","null","","","","","","","","","","","","","key","null","16.7079937106918","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","734","3015551","0.0-9.0-0.0-0.0-0.5-0.664","null","","null","","","","","","","","","","","","","key","null","16.80605042016744","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Formal",""
"","","","","","psychophysics","735","3018548","0.0-9.0-0.0-0.0-0.5-0.665","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","朋友","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","736","3021553","0.0-9.0-0.0-0.0-0.5-0.666","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","自我","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","737","3024548","0.0-9.0-0.0-0.0-0.5-0.667","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
"","","","","","psychophysics","738","3027551","0.0-9.0-0.0-0.0-0.5-0.668","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","739","3030554","0.0-9.0-0.0-0.0-0.5-0.669","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","朋友","Word","Image","1150","1000","自我","Mismatch","Formal",""
"","","","","","psychophysics","740","3033553","0.0-9.0-0.0-0.0-0.5-0.670","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","741","3036548","0.0-9.0-0.0-0.0-0.5-0.671","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Formal",""
"","","","","","psychophysics","742","3039553","0.0-9.0-0.0-0.0-0.5-0.672","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","朋友","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","743","3042548","0.0-9.0-0.0-0.0-0.5-0.673","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","744","3045551","0.0-9.0-0.0-0.0-0.5-0.674","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","745","3048554","0.0-9.0-0.0-0.0-0.5-0.675","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","746","3051548","0.0-9.0-0.0-0.0-0.5-0.676","null","","null","","","","","","","","","","","","","key","null","16.60053636363538","720","446","j","false","3_Stimuli/S_ambi40.png","朋友","Word","Image","1150","1000","自我","Mismatch","Formal",""
"","","","","","psychophysics","747","3054548","0.0-9.0-0.0-0.0-0.5-0.677","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","他人","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","748","3057551","0.0-9.0-0.0-0.0-0.5-0.678","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","749","3060547","0.0-9.0-0.0-0.0-0.5-0.679","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","他人","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","750","3063548","0.0-9.0-0.0-0.0-0.5-0.680","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","751","3066548","0.0-9.0-0.0-0.0-0.5-0.681","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","他人","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","752","3069552","0.0-9.0-0.0-0.0-0.5-0.682","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Formal",""
"","","","","","psychophysics","753","3072548","0.0-9.0-0.0-0.0-0.5-0.683","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
